"human_gene_id"	"mouse_gene_id"	"human_symbol"	"mouse_symbol"	"orthology_source"
"ENSG00000256537"	"ENSMUSG00000072704"	"SMIM10L1"	"Smim10l1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000152137"	"ENSMUSG00000041548"	"HSPB8"	"Hspb8"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000185664"	"ENSMUSG00000025359"	"PMEL"	"Pmel"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000160688"	"ENSMUSG00000042642"	"FLAD1"	"Flad1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166333"	"ENSMUSG00000030890"	"ILK"	"Ilk"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000018510"	"ENSMUSG00000042410"	"AGPS"	"Agps"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000116396"	"ENSMUSG00000027895"	"KCNC4"	"Kcnc4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000176994"	"ENSMUSG00000049323"	"SMCR8"	"Smcr8"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000167281"	"ENSMUSG00000025576"	"RBFOX3"	"Rbfox3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000186141"	"ENSMUSG00000028099"	"POLR3C"	"Polr3c"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000196850"	"ENSMUSG00000038582"	"PPTC7"	"Pptc7"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000111358"	"ENSMUSG00000029387"	"GTF2H3"	"Gtf2h3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000168280"	"ENSMUSG00000026764"	"KIF5C"	"Kif5c"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000169718"	"ENSMUSG00000025155"	"DUS1L"	"Dus1l"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166578"	"ENSMUSG00000029601"	"DRC10"	"Iqcd"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000111674"	"ENSMUSG00000004267"	"ENO2"	"Eno2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000176601"	"ENSMUSG00000051590"	"MAP3K19"	"Map3k19"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000175634"	"ENSMUSG00000024830"	"RPS6KB2"	"Rps6kb2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000074964"	"ENSMUSG00000040964"	"ARHGEF10L"	"Arhgef10l"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000125637"	"ENSMUSG00000026979"	"PSD4"	"Psd4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000270806"	"ENSMUSG00000035085"	"C17orf50"	"1700020L24Rik"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000174989"	"ENSMUSG00000032867"	"FBXW8"	"Fbxw8"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000132589"	"ENSMUSG00000061981"	"FLOT2"	"Flot2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000185674"	"ENSMUSG00000061584"	"LYG2"	"Lyg2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000163497"	"ENSMUSG00000055197"	"FEV"	"Fev"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000179915"	"ENSMUSG00000024109"	"NRXN1"	"Nrxn1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000204583"	"ENSMUSG00000072754"	"LRCOL1"	"Lrcol1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000163815"	"ENSMUSG00000025784"	"CLEC3B"	"Clec3b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000111670"	"ENSMUSG00000035311"	"GNPTAB"	"Gnptab"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000163389"	"ENSMUSG00000034064"	"POGLUT1"	"Poglut1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000167524"	"ENSMUSG00000037593"	"RSKR"	"Rskr"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000185480"	"ENSMUSG00000035365"	"PARPBP"	"Parpbp"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000240505"	"ENSMUSG00000010142"	"TNFRSF13B"	"Tnfrsf13b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000108848"	"ENSMUSG00000020863"	"LUC7L3"	"Luc7l3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000172986"	"ENSMUSG00000030074"	"GXYLT2"	"Gxylt2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000144407"	"ENSMUSG00000025946"	"PTH2R"	"Pth2r"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000051382"	"ENSMUSG00000032462"	"PIK3CB"	"Pik3cb"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000149716"	"ENSMUSG00000031072"	"LTO1"	"LTO1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000123342"	"ENSMUSG00000025355"	"MMP19"	"Mmp19"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000116459"	"ENSMUSG00000000563"	"ATP5PB"	"Atp5pb"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000204237"	"ENSMUSG00000039670"	"OXLD1"	"Oxld1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000162882"	"ENSMUSG00000000673"	"HAAO"	"Haao"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000110723"	"ENSMUSG00000034584"	"EXPH5"	"Exph5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000266967"	"ENSMUSG00000075528"	"AARSD1"	"Aarsd1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000162396"	"ENSMUSG00000043572"	"PARS2"	"Pars2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000102189"	"ENSMUSG00000036499"	"EEA1"	"Eea1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000168894"	"ENSMUSG00000055850"	"RNF181"	"Rnf181"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000085491"	"ENSMUSG00000040322"	"SLC25A24"	"Slc25a24"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000119844"	"ENSMUSG00000049659"	"AFTPH"	"Aftph"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000135127"	"ENSMUSG00000041609"	"BICDL1"	"Bicdl1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000058063"	"ENSMUSG00000037400"	"ATP11B"	"Atp11b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000117597"	"ENSMUSG00000016181"	"UTP25"	"Utp25"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000266074"	"ENSMUSG00000039741"	"BAHCC1"	"Bahcc1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000004700"	"ENSMUSG00000030243"	"RECQL"	"Recql"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000125457"	"ENSMUSG00000020743"	"MIF4GD"	"Mif4gd"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000144468"	"ENSMUSG00000026142"	"RHBDD1"	"Rhbdd1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000162894"	"ENSMUSG00000042474"	"FCMR"	"Fcmr"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000178404"	"ENSMUSG00000076433"	"CEP295NL"	"Cep295nl"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000178307"	"ENSMUSG00000043284"	"TMEM11"	"Tmem11"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000073969"	"ENSMUSG00000034187"	"NSF"	"Nsf"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000126705"	"ENSMUSG00000037692"	"AHDC1"	"Ahdc1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000136048"	"ENSMUSG00000020057"	"DRAM1"	"Dram1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000115825"	"ENSMUSG00000024070"	"PRKD3"	"Prkd3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000114767"	"ENSMUSG00000041506"	"RRP9"	"Rrp9"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000072609"	"ENSMUSG00000014668"	"CHFR"	"Chfr"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000175467"	"ENSMUSG00000039148"	"SART1"	"Sart1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000185219"	"ENSMUSG00000047036"	"ZNF445"	"Zfp445"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000170412"	"ENSMUSG00000051043"	"GPRC5C"	"Gprc5c"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000178075"	"ENSMUSG00000036292"	"GRAMD1C"	"Gramd1c"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000143799"	"ENSMUSG00000026496"	"PARP1"	"Parp1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000055483"	"ENSMUSG00000033909"	"USP36"	"Usp36"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000136717"	"ENSMUSG00000024381"	"BIN1"	"Bin1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000149557"	"ENSMUSG00000032118"	"FEZ1"	"Fez1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000082781"	"ENSMUSG00000022817"	"ITGB5"	"Itgb5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000108849"	"ENSMUSG00000017316"	"PPY"	"Ppy"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000187066"	"ENSMUSG00000047733"	"CATSPERH"	"Tmem262"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000137492"	"ENSMUSG00000030753"	"THAP12"	"Thap12"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000081985"	"ENSMUSG00000018341"	"IL12RB2"	"Il12rb2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000198488"	"ENSMUSG00000074004"	"B3GNT6"	"B3gnt6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000173914"	"ENSMUSG00000033760"	"RBM4B"	"Rbm4b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000121680"	"ENSMUSG00000027222"	"PEX16"	"Pex16"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000144681"	"ENSMUSG00000032502"	"STAC"	"Stac"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000086848"	"ENSMUSG00000032059"	"ALG9"	"Alg9"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166352"	"ENSMUSG00000027165"	"IFTAP"	"Iftap"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000144730"	"ENSMUSG00000040717"	"IL17RD"	"Il17rd"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000169733"	"ENSMUSG00000025158"	"RFNG"	"Rfng"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000254469"	"ENSMUSG00000099481"	"XNDC1N"	"Xndc1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000174672"	"ENSMUSG00000053046"	"BRSK2"	"Brsk2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000182568"	"ENSMUSG00000023927"	"SATB1"	"Satb1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000184557"	"ENSMUSG00000053113"	"SOCS3"	"Socs3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166484"	"ENSMUSG00000001034"	"MAPK7"	"Mapk7"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000111331"	"ENSMUSG00000032661"	"OAS3"	"Oas3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000143374"	"ENSMUSG00000028107"	"TARS2"	"Tars2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000125450"	"ENSMUSG00000020739"	"NUP85"	"Nup85"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000157837"	"ENSMUSG00000029550"	"SPPL3"	"Sppl3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000173230"	"ENSMUSG00000034243"	"GOLGB1"	"Golgb1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000170855"	"ENSMUSG00000029535"	"TRIAP1"	"Triap1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000177425"	"ENSMUSG00000035873"	"PAWR"	"Pawr"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000169550"	"ENSMUSG00000050808"	"MUC15"	"Muc15"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000139116"	"ENSMUSG00000022629"	"KIF21A"	"Kif21a"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000130413"	"ENSMUSG00000031027"	"STK33"	"Stk33"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000198265"	"ENSMUSG00000020721"	"HELZ"	"Helz"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000144644"	"ENSMUSG00000056880"	"GADL1"	"Gadl1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000114631"	"ENSMUSG00000033152"	"PODXL2"	"Podxl2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000083937"	"ENSMUSG00000004843"	"CHMP2B"	"Chmp2b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000011198"	"ENSMUSG00000032540"	"ABHD5"	"Abhd5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166225"	"ENSMUSG00000020170"	"FRS2"	"Frs2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000144659"	"ENSMUSG00000032519"	"SLC25A38"	"Slc25a38"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000108784"	"ENSMUSG00000001751"	"NAGLU"	"Naglu"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000150995"	"ENSMUSG00000030102"	"ITPR1"	"Itpr1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000154265"	"ENSMUSG00000018800"	"ABCA5"	"Abca5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000078808"	"ENSMUSG00000029076"	"SDF4"	"Sdf4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000186104"	"ENSMUSG00000030670"	"CYP2R1"	"Cyp2r1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000177054"	"ENSMUSG00000030471"	"ZDHHC13"	"Zdhhc13"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000136040"	"ENSMUSG00000074785"	"PLXNC1"	"Plxnc1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000132698"	"ENSMUSG00000008601"	"RAB25"	"Rab25"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000162373"	"ENSMUSG00000028545"	"BEND5"	"Bend5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000151948"	"ENSMUSG00000049971"	"GLT1D1"	"Glt1d1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000121236"	"ENSMUSG00000072244"	"TRIM6"	"Trim6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000121064"	"ENSMUSG00000000278"	"SCPEP1"	"Scpep1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000162852"	"ENSMUSG00000038949"	"CNST"	"Cnst"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166483"	"ENSMUSG00000031016"	"WEE1"	"Wee1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000089159"	"ENSMUSG00000029528"	"PXN"	"Pxn"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000124942"	"ENSMUSG00000069833"	"AHNAK"	"Ahnak"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000159184"	"ENSMUSG00000049604"	"HOXB13"	"Hoxb13"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000276600"	"ENSMUSG00000052688"	"RAB7B"	"Rab7b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000007174"	"ENSMUSG00000056752"	"DNAH9"	"Dnah9"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000137642"	"ENSMUSG00000049313"	"SORL1"	"Sorl1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000179598"	"ENSMUSG00000043648"	"PLD6"	"Pld6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000178607"	"ENSMUSG00000020715"	"ERN1"	"Ern1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000109079"	"ENSMUSG00000017615"	"TNFAIP1"	"Tnfaip1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000114395"	"ENSMUSG00000037190"	"CYB561D2"	"Cyb561d2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000139405"	"ENSMUSG00000029600"	"RITA1"	"Rita1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000188958"	"ENSMUSG00000056423"	"UTS2B"	"Uts2b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000151502"	"ENSMUSG00000031988"	"VPS26B"	"Vps26b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000184640"	"ENSMUSG00000059248"	"SEPTIN9"	"Septin9"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000197614"	"ENSMUSG00000030116"	"MFAP5"	"Mfap5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000213123"	"ENSMUSG00000014075"	"DYNLT2B"	"Dynlt2b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000116791"	"ENSMUSG00000028199"	"CRYZ"	"Cryz"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000175110"	"ENSMUSG00000032459"	"MRPS22"	"Mrps22"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000135362"	"ENSMUSG00000032841"	"PRR5L"	"Prr5l"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000182199"	"ENSMUSG00000025403"	"SHMT2"	"Shmt2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000114573"	"ENSMUSG00000052459"	"ATP6V1A"	"Atp6v1a"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000176155"	"ENSMUSG00000048445"	"CCDC57"	"Ccdc57"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000247596"	"ENSMUSG00000023277"	"TWF2"	"Twf2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000077458"	"ENSMUSG00000037808"	"FAM76B"	"Fam76b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000164045"	"ENSMUSG00000032477"	"CDC25A"	"Cdc25a"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166889"	"ENSMUSG00000046139"	"PATL1"	"Patl1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000183560"	"ENSMUSG00000031933"	"IZUMO1R"	"Izumo1r"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000181830"	"ENSMUSG00000049922"	"SLC35C1"	"Slc35c1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000114902"	"ENSMUSG00000021917"	"SPCS1"	"Spcs1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000133316"	"ENSMUSG00000042729"	"WDR74"	"Wdr74"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000173905"	"ENSMUSG00000034109"	"GOLIM4"	"Golim4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000008323"	"ENSMUSG00000038167"	"PLEKHG6"	"Plekhg6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000110395"	"ENSMUSG00000034342"	"CBL"	"Cbl"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000117601"	"ENSMUSG00000026715"	"SERPINC1"	"Serpinc1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
